Customer_ID,Customer_Name,City,Age,Gender
C00203,Customer_203,Kolkata,44,Male
C00204,Customer_204,Mumbai,26,Male
C00205,Customer_205,Hyderabad,54,Female
C00206,Customer_206,Delhi,50,Female
C00207,Customer_207,Hyderabad,68,Male
C00208,Customer_208,Kolkata,59,Male
C00209,Customer_209,Chennai,61,Male
C00210,Customer_210,Mumbai,41,Female
C00211,Customer_211,Kolkata,32,Female
C00212,Customer_212,Chennai,49,Female
C00213,Customer_213,Chennai,49,Female
C00214,Customer_214,Pune,41,Male
C00215,Customer_215,Bangalore,58,Male
C00216,Customer_216,Pune,69,Male
C00217,Customer_217,Mumbai,66,Female
C00218,Customer_218,Chennai,66,Male
C00219,Customer_219,Coimbatore,69,Female
C00220,Customer_220,Kolkata,29,Female
C00221,Customer_221,Delhi,56,Male
C00222,Customer_222,Chennai,19,Male
C00223,Customer_223,Kolkata,20,Male
C00224,Customer_224,Coimbatore,66,Female
C00225,Customer_225,Delhi,54,Female
C00226,Customer_226,Pune,66,Male
C00227,Customer_227,Pune,34,Male
C00228,Customer_228,Bangalore,66,Female
C00229,Customer_229,Kolkata,19,Male
C00230,Customer_230,Chennai,19,Female
C00231,Customer_231,Hyderabad,45,Female
C00232,Customer_232,Pune,40,Male
C00233,Customer_233,Pune,54,Male
C00234,Customer_234,Bangalore,49,Male
C00235,Customer_235,Delhi,50,Male
C00236,Customer_236,Bangalore,18,Female
C00237,Customer_237,Coimbatore,36,Female
C00238,Customer_238,Chennai,19,Female
C00239,Customer_239,Kolkata,61,Male
C00240,Customer_240,Mumbai,43,Female
C00241,Customer_241,Mumbai,49,Male
C00242,Customer_242,Kolkata,23,Male
C00243,Customer_243,Delhi,49,Male
C00244,Customer_244,Coimbatore,21,Male
C00245,Customer_245,Pune,28,Male
C00246,Customer_246,Delhi,34,Male
C00247,Customer_247,Pune,55,Female
C00248,Customer_248,Pune,41,Male
C00249,Customer_249,Mumbai,22,Female
C00250,Customer_250,Delhi,69,Female
C00251,Customer_251,Coimbatore,51,Male
C00252,Customer_252,Bangalore,23,Male
C00253,Customer_253,Pune,39,Male
C00254,Customer_254,Hyderabad,28,Female
C00255,Customer_255,Hyderabad,65,Male
C00256,Customer_256,Bangalore,33,Female
C00257,Customer_257,Hyderabad,50,Male
C00258,Customer_258,Chennai,26,Male
C00259,Customer_259,Pune,23,Female
C00260,Customer_260,Bangalore,33,Female
C00261,Customer_261,Delhi,46,Male
C00262,Customer_262,Pune,20,Female
C00263,Customer_263,Bangalore,37,Female
C00264,Customer_264,Mumbai,53,Female
C00265,Customer_265,Coimbatore,36,Female
C00266,Customer_266,Delhi,43,Female
C00267,Customer_267,Coimbatore,20,Male
C00268,Customer_268,Mumbai,36,Male
C00269,Customer_269,Pune,37,Female
C00270,Customer_270,Delhi,49,Male
C00271,Customer_271,Coimbatore,24,Male
C00272,Customer_272,Hyderabad,69,Female
C00273,Customer_273,Coimbatore,58,Male
C00274,Customer_274,Bangalore,50,Female
C00275,Customer_275,Pune,57,Female
C00276,Customer_276,Chennai,56,Male
C00277,Customer_277,Coimbatore,35,Female
C00278,Customer_278,Delhi,57,Female
C00279,Customer_279,Delhi,18,Female
C00280,Customer_280,Kolkata,28,Female
C00281,Customer_281,Coimbatore,45,Female
C00282,Customer_282,Pune,42,Male
C00283,Customer_283,Pune,67,Male
C00284,Customer_284,Mumbai,40,Female
C00285,Customer_285,Kolkata,48,Female
C00286,Customer_286,Coimbatore,47,Male
C00287,Customer_287,Hyderabad,59,Female
C00288,Customer_288,Mumbai,52,Male
C00289,Customer_289,Kolkata,24,Female
C00290,Customer_290,Coimbatore,33,Female
C00291,Customer_291,Coimbatore,43,Female
C00292,Customer_292,Mumbai,65,Female
C00293,Customer_293,Hyderabad,69,Female
C00294,Customer_294,Kolkata,66,Female
C00295,Customer_295,Coimbatore,19,Female
C00296,Customer_296,Coimbatore,18,Male
C00297,Customer_297,Kolkata,65,Male
C00298,Customer_298,Chennai,29,Male
C00299,Customer_299,Mumbai,22,Female
C00300,Customer_300,Mumbai,54,Female
C00301,Customer_301,Delhi,49,Female
C00302,Customer_302,Hyderabad,26,Female
C00303,Customer_303,Bangalore,58,Female
C00304,Customer_304,Chennai,52,Female
C00305,Customer_305,Kolkata,36,Female
C00306,Customer_306,Kolkata,65,Male
C00307,Customer_307,Kolkata,33,Female
C00308,Customer_308,Chennai,20,Male
C00309,Customer_309,Coimbatore,37,Male
C00310,Customer_310,Kolkata,41,Female
C00311,Customer_311,Kolkata,50,Female
C00312,Customer_312,Hyderabad,41,Male
C00313,Customer_313,Pune,69,Male
C00314,Customer_314,Pune,28,Female
C00315,Customer_315,Delhi,66,Female
C00316,Customer_316,Delhi,25,Male
C00317,Customer_317,Kolkata,53,Female
C00318,Customer_318,Hyderabad,55,Female
C00319,Customer_319,Kolkata,57,Female
C00320,Customer_320,Delhi,37,Male
C00321,Customer_321,Chennai,52,Male
C00322,Customer_322,Chennai,65,Male
C00323,Customer_323,Coimbatore,42,Female
C00324,Customer_324,Bangalore,52,Female
C00325,Customer_325,Pune,42,Male
C00326,Customer_326,Hyderabad,46,Male
C00327,Customer_327,Mumbai,35,Male
C00328,Customer_328,Pune,63,Female
C00329,Customer_329,Mumbai,35,Male
C00330,Customer_330,Bangalore,19,Male
C00331,Customer_331,Bangalore,52,Female
C00332,Customer_332,Kolkata,33,Female
C00333,Customer_333,Delhi,58,Female
C00334,Customer_334,Bangalore,53,Male
C00335,Customer_335,Bangalore,50,Female
C00336,Customer_336,Mumbai,21,Female
C00337,Customer_337,Delhi,50,Male
C00338,Customer_338,Bangalore,31,Female
C00339,Customer_339,Pune,38,Male
C00340,Customer_340,Coimbatore,65,Male
C00341,Customer_341,Bangalore,37,Female
C00342,Customer_342,Coimbatore,25,Female
C00343,Customer_343,Delhi,24,Female
C00344,Customer_344,Kolkata,20,Female
C00345,Customer_345,Hyderabad,34,Female
C00346,Customer_346,Delhi,50,Female
C00347,Customer_347,Mumbai,65,Male
C00348,Customer_348,Hyderabad,29,Male
C00349,Customer_349,Pune,68,Female
C00350,Customer_350,Chennai,39,Male
C00351,Customer_351,Coimbatore,39,Female
C00352,Customer_352,Coimbatore,63,Male
C00353,Customer_353,Coimbatore,47,Male
C00354,Customer_354,Delhi,55,Male
C00355,Customer_355,Coimbatore,55,Female
C00356,Customer_356,Kolkata,62,Male
C00357,Customer_357,Coimbatore,68,Female
C00358,Customer_358,Mumbai,25,Male
C00359,Customer_359,Pune,44,Male
C00360,Customer_360,Coimbatore,44,Male
C00361,Customer_361,Coimbatore,51,Male
C00362,Customer_362,Hyderabad,38,Male
C00363,Customer_363,Pune,47,Female
C00364,Customer_364,Coimbatore,50,Female
C00365,Customer_365,Delhi,45,Male
C00366,Customer_366,Bangalore,64,Male
C00367,Customer_367,Kolkata,50,Male
C00368,Customer_368,Delhi,22,Male
C00369,Customer_369,Chennai,65,Female
C00370,Customer_370,Delhi,36,Male
C00371,Customer_371,Hyderabad,21,Female
C00372,Customer_372,Hyderabad,52,Male
C00373,Customer_373,Coimbatore,66,Female
C00374,Customer_374,Delhi,34,Male
C00375,Customer_375,Hyderabad,61,Male
C00376,Customer_376,Bangalore,45,Female
C00377,Customer_377,Pune,47,Male
C00378,Customer_378,Delhi,46,Male
C00379,Customer_379,Kolkata,63,Male
C00380,Customer_380,Bangalore,23,Female
C00381,Customer_381,Coimbatore,52,Male
C00382,Customer_382,Pune,58,Male
C00383,Customer_383,Kolkata,54,Female
C00384,Customer_384,Coimbatore,41,Female
C00385,Customer_385,Kolkata,46,Female
C00386,Customer_386,Coimbatore,66,Male
C00387,Customer_387,Kolkata,63,Male
C00388,Customer_388,Pune,48,Male
C00389,Customer_389,Bangalore,52,Female
C00390,Customer_390,Kolkata,50,Male
C00391,Customer_391,Kolkata,69,Male
C00392,Customer_392,Mumbai,38,Female
C00393,Customer_393,Delhi,49,Female
C00394,Customer_394,Pune,40,Female
C00395,Customer_395,Coimbatore,50,Female
C00396,Customer_396,Pune,20,Female
C00397,Customer_397,Hyderabad,35,Male
C00398,Customer_398,Coimbatore,42,Female
C00399,Customer_399,Pune,59,Male
C00400,Customer_400,Bangalore,48,Male
C00401,Customer_401,Coimbatore,20,Female
C00402,Customer_402,Coimbatore,57,Female
C00403,Customer_403,Pune,63,Female
C00404,Customer_404,Coimbatore,41,Male
C00405,Customer_405,Mumbai,67,Female
C00406,Customer_406,Delhi,49,Female
C00407,Customer_407,Coimbatore,64,Female
C00408,Customer_408,Delhi,39,Female
C00409,Customer_409,Pune,40,Female
C00410,Customer_410,Kolkata,19,Male
C00411,Customer_411,Chennai,44,Male
C00412,Customer_412,Chennai,59,Male
C00413,Customer_413,Kolkata,19,Female
C00414,Customer_414,Kolkata,43,Female
C00415,Customer_415,Kolkata,34,Female
C00416,Customer_416,Bangalore,57,Male
C00417,Customer_417,Chennai,50,Female
C00418,Customer_418,Kolkata,26,Female
C00419,Customer_419,Bangalore,60,Female
C00420,Customer_420,Hyderabad,65,Male
C00421,Customer_421,Coimbatore,56,Female
C00422,Customer_422,Bangalore,46,Male
C00423,Customer_423,Chennai,59,Female
C00424,Customer_424,Pune,43,Male
C00425,Customer_425,Hyderabad,52,Male
C00426,Customer_426,Chennai,67,Male
C00427,Customer_427,Coimbatore,42,Female
C00428,Customer_428,Bangalore,41,Female
C00429,Customer_429,Mumbai,30,Male
C00430,Customer_430,Delhi,24,Male
C00431,Customer_431,Coimbatore,53,Female
C00432,Customer_432,Chennai,62,Female
C00433,Customer_433,Kolkata,37,Male
C00434,Customer_434,Bangalore,18,Female
C00435,Customer_435,Kolkata,25,Female
C00436,Customer_436,Kolkata,63,Female
C00437,Customer_437,Kolkata,33,Female
C00438,Customer_438,Kolkata,31,Male
C00439,Customer_439,Kolkata,29,Female
C00440,Customer_440,Hyderabad,68,Female
C00441,Customer_441,Chennai,40,Male
C00442,Customer_442,Coimbatore,32,Male
C00443,Customer_443,Chennai,45,Female
C00444,Customer_444,Coimbatore,51,Female
C00445,Customer_445,Delhi,19,Female
C00446,Customer_446,Bangalore,49,Female
C00447,Customer_447,Mumbai,40,Male
C00448,Customer_448,Hyderabad,39,Male
C00449,Customer_449,Bangalore,68,Male
C00450,Customer_450,Hyderabad,42,Female
C00451,Customer_451,Coimbatore,39,Female
C00452,Customer_452,Chennai,39,Female
C00453,Customer_453,Kolkata,66,Female
C00454,Customer_454,Delhi,69,Male
C00455,Customer_455,Delhi,59,Male
C00456,Customer_456,Pune,23,Female
C00457,Customer_457,Mumbai,32,Male
C00458,Customer_458,Delhi,60,Female
C00459,Customer_459,Kolkata,54,Female
C00460,Customer_460,Chennai,50,Male
C00461,Customer_461,Mumbai,25,Female
C00462,Customer_462,Coimbatore,61,Female
C00463,Customer_463,Bangalore,61,Male
C00464,Customer_464,Coimbatore,22,Female
C00465,Customer_465,Kolkata,56,Female
C00466,Customer_466,Kolkata,21,Male
C00467,Customer_467,Delhi,23,Female
C00468,Customer_468,Mumbai,62,Male
C00469,Customer_469,Chennai,49,Female
C00470,Customer_470,Coimbatore,69,Male
C00471,Customer_471,Pune,47,Male
C00472,Customer_472,Coimbatore,64,Male
C00473,Customer_473,Hyderabad,52,Female
C00474,Customer_474,Hyderabad,57,Male
C00475,Customer_475,Chennai,69,Male
C00476,Customer_476,Chennai,33,Male
C00477,Customer_477,Hyderabad,30,Male
C00478,Customer_478,Pune,67,Male
C00479,Customer_479,Mumbai,59,Female
C00480,Customer_480,Hyderabad,47,Female
C00481,Customer_481,Chennai,36,Female
C00482,Customer_482,Delhi,34,Female
C00483,Customer_483,Bangalore,36,Female
C00484,Customer_484,Pune,45,Female
C00485,Customer_485,Kolkata,43,Female
C00486,Customer_486,Pune,54,Male
C00487,Customer_487,Delhi,43,Female
C00488,Customer_488,Delhi,40,Male
C00489,Customer_489,Kolkata,26,Male
C00490,Customer_490,Coimbatore,29,Female
C00491,Customer_491,Chennai,18,Male
C00492,Customer_492,Hyderabad,18,Male
C00493,Customer_493,Coimbatore,64,Male
C00494,Customer_494,Mumbai,51,Male
C00495,Customer_495,Pune,49,Female
C00496,Customer_496,Kolkata,65,Female
C00497,Customer_497,Pune,42,Female
C00498,Customer_498,Coimbatore,57,Female
C00499,Customer_499,Delhi,62,Female
C00500,Customer_500,Hyderabad,18,Female
C00501,Customer_501,Pune,33,Female
C00502,Customer_502,Mumbai,56,Female
C00503,Customer_503,Delhi,22,Female
C00504,Customer_504,Mumbai,39,Female
C00505,Customer_505,Hyderabad,46,Male
C00506,Customer_506,Pune,20,Female
C00507,Customer_507,Bangalore,29,Male
C00508,Customer_508,Coimbatore,43,Male
C00509,Customer_509,Pune,33,Male
C00510,Customer_510,Coimbatore,68,Male
C00511,Customer_511,Hyderabad,54,Female
C00512,Customer_512,Pune,39,Male
C00513,Customer_513,Coimbatore,46,Female
C00514,Customer_514,Kolkata,31,Female
C00515,Customer_515,Coimbatore,45,Male
C00516,Customer_516,Pune,22,Female
C00517,Customer_517,Chennai,64,Male
C00518,Customer_518,Pune,66,Male
C00519,Customer_519,Pune,47,Female
C00520,Customer_520,Coimbatore,63,Female
C00521,Customer_521,Mumbai,69,Male
C00522,Customer_522,Bangalore,22,Female
C00523,Customer_523,Mumbai,29,Female
C00524,Customer_524,Coimbatore,33,Female
C00525,Customer_525,Mumbai,43,Male
C00526,Customer_526,Delhi,43,Male
C00527,Customer_527,Chennai,65,Female
C00528,Customer_528,Mumbai,38,Female
C00529,Customer_529,Kolkata,56,Female
C00530,Customer_530,Hyderabad,53,Female
C00531,Customer_531,Kolkata,50,Female
C00532,Customer_532,Hyderabad,47,Male
C00533,Customer_533,Pune,54,Female
C00534,Customer_534,Delhi,40,Male
C00535,Customer_535,Chennai,27,Female
C00536,Customer_536,Kolkata,22,Male
C00537,Customer_537,Chennai,53,Female
C00538,Customer_538,Kolkata,51,Male
C00539,Customer_539,Pune,69,Female
C00540,Customer_540,Hyderabad,48,Male
C00541,Customer_541,Bangalore,27,Male
C00542,Customer_542,Delhi,36,Male
C00543,Customer_543,Kolkata,49,Male
C00544,Customer_544,Kolkata,18,Male
C00545,Customer_545,Pune,22,Male
C00546,Customer_546,Delhi,62,Female
C00547,Customer_547,Hyderabad,21,Male
C00548,Customer_548,Hyderabad,33,Female
C00549,Customer_549,Kolkata,41,Female
C00550,Customer_550,Bangalore,33,Female
C00551,Customer_551,Bangalore,19,Female
C00552,Customer_552,Chennai,66,Female
C00553,Customer_553,Delhi,45,Male
C00554,Customer_554,Delhi,49,Male
C00555,Customer_555,Hyderabad,44,Male
C00556,Customer_556,Chennai,37,Female
C00557,Customer_557,Pune,41,Male
C00558,Customer_558,Delhi,29,Male
C00559,Customer_559,Chennai,67,Male
C00560,Customer_560,Chennai,52,Male
C00561,Customer_561,Kolkata,50,Male
C00562,Customer_562,Hyderabad,50,Female
C00563,Customer_563,Chennai,68,Male
C00564,Customer_564,Coimbatore,60,Female
C00565,Customer_565,Bangalore,54,Female
C00566,Customer_566,Coimbatore,29,Female
C00567,Customer_567,Bangalore,20,Female
C00568,Customer_568,Mumbai,18,Female
C00569,Customer_569,Hyderabad,50,Male
C00570,Customer_570,Kolkata,57,Male
C00571,Customer_571,Pune,27,Male
C00572,Customer_572,Coimbatore,60,Female
C00573,Customer_573,Coimbatore,61,Male
C00574,Customer_574,Mumbai,46,Male
C00575,Customer_575,Bangalore,30,Female
C00576,Customer_576,Kolkata,29,Female
C00577,Customer_577,Mumbai,48,Female
C00578,Customer_578,Hyderabad,63,Female
C00579,Customer_579,Kolkata,19,Male
C00580,Customer_580,Hyderabad,68,Female
C00581,Customer_581,Chennai,67,Female
C00582,Customer_582,Delhi,52,Male
C00583,Customer_583,Chennai,40,Male
C00584,Customer_584,Hyderabad,34,Female
C00585,Customer_585,Coimbatore,43,Male
C00586,Customer_586,Kolkata,25,Female
C00587,Customer_587,Bangalore,46,Female
C00588,Customer_588,Pune,43,Male
C00589,Customer_589,Bangalore,27,Male
C00590,Customer_590,Kolkata,43,Female
C00591,Customer_591,Chennai,51,Female
C00592,Customer_592,Pune,68,Female
C00593,Customer_593,Kolkata,58,Male
C00594,Customer_594,Hyderabad,24,Female
C00595,Customer_595,Coimbatore,21,Female
C00596,Customer_596,Bangalore,67,Female
C00597,Customer_597,Hyderabad,62,Female
C00598,Customer_598,Pune,28,Female
C00599,Customer_599,Pune,46,Male
C00600,Customer_600,Bangalore,53,Female
C00601,Customer_601,Hyderabad,42,Female
C00602,Customer_602,Mumbai,38,Female
C00603,Customer_603,Hyderabad,53,Female
C00604,Customer_604,Pune,27,Male
C00605,Customer_605,Hyderabad,54,Male
C00606,Customer_606,Coimbatore,26,Male
C00607,Customer_607,Kolkata,41,Female
C00608,Customer_608,Chennai,52,Female
C00609,Customer_609,Coimbatore,66,Male
C00610,Customer_610,Mumbai,52,Male
C00611,Customer_611,Delhi,65,Male
C00612,Customer_612,Kolkata,53,Female
C00613,Customer_613,Chennai,35,Female
C00614,Customer_614,Delhi,66,Male
C00615,Customer_615,Bangalore,56,Male
C00616,Customer_616,Delhi,49,Male
C00617,Customer_617,Kolkata,41,Female
C00618,Customer_618,Hyderabad,40,Female
C00619,Customer_619,Kolkata,49,Female
C00620,Customer_620,Coimbatore,54,Male
C00621,Customer_621,Delhi,29,Male
C00622,Customer_622,Pune,66,Female
C00623,Customer_623,Chennai,30,Male
C00624,Customer_624,Chennai,40,Female
C00625,Customer_625,Delhi,42,Male
C00626,Customer_626,Chennai,52,Male
C00627,Customer_627,Pune,58,Male
C00628,Customer_628,Kolkata,47,Male
C00629,Customer_629,Chennai,34,Female
C00630,Customer_630,Delhi,66,Male
C00631,Customer_631,Mumbai,37,Female
C00632,Customer_632,Mumbai,65,Female
C00633,Customer_633,Bangalore,42,Female
C00634,Customer_634,Coimbatore,39,Male
C00635,Customer_635,Chennai,30,Female
C00636,Customer_636,Coimbatore,36,Female
C00637,Customer_637,Kolkata,66,Female
C00638,Customer_638,Delhi,53,Male
C00639,Customer_639,Chennai,29,Male
C00640,Customer_640,Hyderabad,58,Female
C00641,Customer_641,Pune,36,Male
C00642,Customer_642,Chennai,29,Female
C00643,Customer_643,Chennai,26,Female
C00644,Customer_644,Coimbatore,24,Male
C00645,Customer_645,Coimbatore,45,Female
C00646,Customer_646,Mumbai,31,Male
C00647,Customer_647,Pune,48,Male
C00648,Customer_648,Delhi,69,Female
C00649,Customer_649,Chennai,36,Male
C00650,Customer_650,Mumbai,64,Male
C00651,Customer_651,Coimbatore,33,Female
C00652,Customer_652,Bangalore,22,Female
C00653,Customer_653,Pune,52,Male
C00654,Customer_654,Mumbai,29,Male
C00655,Customer_655,Mumbai,42,Female
C00656,Customer_656,Kolkata,69,Male
C00657,Customer_657,Mumbai,38,Male
C00658,Customer_658,Kolkata,53,Male
C00659,Customer_659,Chennai,40,Male
C00660,Customer_660,Chennai,33,Male
C00661,Customer_661,Coimbatore,56,Male
C00662,Customer_662,Bangalore,62,Male
C00663,Customer_663,Hyderabad,59,Female
C00664,Customer_664,Hyderabad,56,Female
C00665,Customer_665,Hyderabad,31,Female
C00666,Customer_666,Coimbatore,48,Female
C00667,Customer_667,Kolkata,22,Female
C00668,Customer_668,Coimbatore,52,Male
C00669,Customer_669,Pune,40,Male
C00670,Customer_670,Pune,46,Male
C00671,Customer_671,Bangalore,60,Male
