Timestamp,Device_ID,Temperature,Humidity,Pressure,Vibration,Battery_Level,Location,Machine_Status
2026-04-19 09:30:00,DEV_008,83.44,39.95,998.71,2.84,90.99,Factory_B,Normal
2026-03-09 21:15:00,DEV_002,63.12,45.81,1010.56,3.49,72.57,Factory_B,Normal
2026-01-11 02:45:00,DEV_007,72.73,45.31,1038.95,1.25,37.49,Factory_A,Normal
2026-06-21 17:45:00,DEV_006,63.9,51.42,1008.93,2.36,75.2,Factory_A,Normal
2026-07-25 12:30:00,DEV_001,73.17,57.62,1005.56,3.04,23.4,Factory_A,Normal
2026-05-17 20:15:00,DEV_007,65.68,52.76,1027.91,1.83,35.21,Factory_C,Normal
2026-02-08 05:15:00,DEV_008,77.56,79.22,1019.13,2.28,21.82,Factory_B,Normal
2026-06-16 11:45:00,DEV_005,70.68,44.49,987.02,1.58,88.37,Factory_C,Normal
2026-02-12 06:30:00,DEV_003,67.65,59.76,1060.43,3.19,82.02,Factory_C,Normal
2026-06-06 00:00:00,DEV_003,82.72,58.9,1014.82,3.78,79.07,Factory_A,Normal
2026-06-13 12:30:00,DEV_004,74.52,49.77,993.66,1.36,43.54,Factory_A,Normal
2026-05-25 01:15:00,DEV_006,77.39,58.43,994.9,1.92,47.97,Factory_A,Normal
2026-05-20 18:45:00,DEV_005,72.84,48.16,1014.88,2.01,50.03,Factory_B,Normal
2026-01-11 00:00:00,DEV_001,70.38,34.58,1030.39,2.45,24.07,Factory_C,Normal
2026-07-04 20:00:00,DEV_007,74.4,75.38,1040.49,2.77,93.23,Factory_C,Normal
2026-04-13 18:00:00,DEV_004,74.77,61.44,1020.38,2.27,83.42,Factory_A,Normal
2026-04-28 07:45:00,DEV_006,86.3,69.87,1026.76,2.86,53.69,Factory_B,Normal
2026-06-14 09:30:00,DEV_001,77.67,84.62,1011.54,2.5,46.82,Factory_A,Normal
2026-06-29 03:00:00,DEV_006,73.91,70.75,1015.85,1.78,32.97,Factory_C,Normal
2026-03-20 16:30:00,DEV_006,69.73,53.25,1024.54,2.52,11.72,Factory_C,Critical
2026-04-20 08:30:00,DEV_008,73.55,45.03,1007.36,2.26,10.1,Factory_B,Normal
2026-06-27 16:45:00,DEV_001,56.44,56.71,1019.85,1.83,40.69,Factory_A,Normal
2026-07-06 18:00:00,DEV_001,79.6,61.66,1017.6,1.06,91.08,Factory_C,Normal
2026-03-15 19:15:00,DEV_002,70.32,41.9,984.65,3.55,91.28,Factory_B,Warning
2026-06-03 16:15:00,DEV_006,78.65,57.86,1023.0,3.06,44.39,Factory_C,Normal
2026-02-17 01:45:00,DEV_006,58.23,51.36,1019.87,1.6,83.75,Factory_C,Warning
2026-02-01 12:00:00,DEV_003,79.96,64.71,1002.74,1.47,38.93,Factory_C,Warning
2026-05-07 06:15:00,DEV_001,82.77,63.23,1021.12,2.84,68.17,Factory_A,Warning
2026-07-12 15:30:00,DEV_006,77.44,65.37,1029.17,,53.17,Factory_C,Normal
2026-02-27 02:45:00,DEV_002,79.6,51.71,1008.51,2.53,27.76,Factory_A,Normal
2026-01-15 18:45:00,DEV_001,71.27,29.31,989.22,2.39,38.7,Factory_B,Warning
2026-03-06 16:15:00,DEV_004,75.93,37.85,1008.16,2.5,31.99,Factory_A,Warning
2026-04-22 21:30:00,DEV_007,76.34,32.96,1015.47,1.5,73.37,Factory_A,Normal
2026-06-18 03:45:00,DEV_001,,59.69,1008.31,2.8,22.27,Factory_A,Normal
2026-07-03 12:15:00,DEV_002,73.24,71.25,1003.83,3.05,73.59,Factory_C,Normal
2026-06-01 18:00:00,DEV_007,65.97,65.57,1009.65,2.69,13.85,Factory_C,Normal
2026-01-11 05:00:00,DEV_004,150.1820507017251,64.84,1020.1,3.59,41.32,Factory_B,Normal
2026-01-29 23:45:00,DEV_006,76.21,39.39,1050.85,3.48,26.77,Factory_A,Normal
2026-03-22 08:15:00,DEV_004,80.26,45.35,1021.19,1.8,12.68,Factory_A,Warning
2026-04-30 23:30:00,DEV_003,86.98,45.45,1013.48,3.95,66.67,Factory_A,Normal
2026-03-31 14:00:00,DEV_001,63.49,43.41,987.76,2.26,54.08,Factory_C,Normal
2026-05-02 06:00:00,DEV_006,78.97,55.78,1019.35,2.82,34.2,Factory_C,Normal
2026-07-16 03:30:00,DEV_005,63.84,63.49,1024.02,3.15,18.51,Factory_C,Warning
2026-05-11 20:30:00,DEV_003,84.41,52.75,998.94,1.51,68.68,Factory_B,Normal
2026-05-13 19:45:00,DEV_007,86.84,69.8,1010.04,3.75,68.06,Factory_C,Normal
2026-03-08 12:00:00,DEV_008,78.42,56.03,1035.35,2.98,10.0,Factory_B,Normal
2026-02-20 01:45:00,DEV_001,69.72,34.43,1031.59,2.63,79.57,Factory_A,Normal
2026-03-06 12:45:00,DEV_002,57.67,61.44,997.33,1.52,49.92,Factory_A,Warning
2026-04-21 22:00:00,DEV_003,65.51,70.09,1016.03,3.43,29.26,Factory_B,Normal
2026-03-20 19:45:00,DEV_003,84.41,60.76,1018.49,1.33,99.13,Factory_B,Normal
2026-06-20 19:15:00,DEV_008,79.54,62.81,1009.99,2.43,95.93,Factory_C,Warning
2026-07-02 13:00:00,DEV_004,66.66,42.22,1039.29,4.33,58.29,Factory_A,Normal
2026-01-15 00:30:00,DEV_003,69.32,68.65,1018.03,2.19,41.56,Factory_C,Critical
2026-05-17 17:00:00,DEV_001,67.52,69.73,994.51,1.69,49.56,Factory_C,Normal
2026-05-13 00:15:00,DEV_001,60.02,50.59,1015.24,2.63,73.19,Factory_B,Normal
2026-06-10 23:45:00,DEV_001,69.74,74.47,1018.08,2.76,39.52,Factory_B,Normal
2026-05-26 20:15:00,DEV_001,59.34,46.56,986.35,2.63,81.34,Factory_A,Normal
2026-07-13 23:15:00,DEV_005,54.26,54.62,1012.69,2.06,85.07,Factory_B,Normal
2026-01-23 01:45:00,DEV_008,71.22,65.44,1024.47,2.37,57.51,Factory_A,Normal
2026-06-09 10:00:00,DEV_006,51.3,36.79,1004.32,1.6,52.3,Factory_B,Normal
2026-02-14 21:15:00,DEV_001,78.21,39.21,1017.84,1.65,59.97,Factory_C,Normal
2026-02-16 17:00:00,DEV_003,78.63,57.66,1030.08,1.4,72.31,Factory_B,Normal
2026-04-25 17:15:00,DEV_004,70.16,25.17,1017.26,3.09,38.61,Factory_A,Warning
2026-02-19 16:30:00,DEV_008,61.18,55.68,1035.53,2.75,93.02,Factory_C,Normal
2026-01-29 06:00:00,DEV_002,62.64,45.4,1018.2,2.35,36.79,Factory_C,Warning
2026-05-07 22:30:00,DEV_001,74.45,34.79,1025.28,2.42,20.54,Factory_B,Normal
2026-06-23 01:45:00,DEV_008,84.15,57.31,999.82,1.42,21.5,Factory_A,Normal
2026-04-25 00:45:00,DEV_002,77.52,81.76,1001.69,3.06,13.261311821399367,Factory_A,Critical
2026-01-27 12:15:00,DEV_001,76.2,23.21,1006.35,1.59,88.98,Factory_B,Normal
2026-05-12 10:45:00,DEV_007,74.79,61.03,1018.34,2.54,61.97,Factory_C,Normal
2026-04-13 14:45:00,DEV_003,60.38,59.85,1044.47,1.79,37.88,Factory_C,Normal
2026-02-15 22:30:00,DEV_002,74.65,36.16,990.02,2.24,67.45,Factory_A,Normal
2026-07-24 15:45:00,DEV_007,86.25,31.08,1002.34,2.92,17.19,Factory_C,Normal
2026-05-09 14:00:00,DEV_008,68.65,71.25,1012.74,1.99,72.83,Factory_C,Warning
2026-05-10 05:45:00,DEV_002,71.62,56.26,1017.5,3.22,27.74,Factory_A,Normal
2026-04-11 02:30:00,DEV_005,70.77,48.72,1024.08,3.13,17.25,Factory_B,Normal
2026-04-22 15:30:00,DEV_004,56.25,63.27,1014.22,2.12,74.57,Factory_B,Normal
2026-03-20 20:45:00,DEV_002,70.25,44.59,1020.7,4.3,69.91,Factory_C,Normal
2026-02-07 04:30:00,DEV_003,59.81,70.85,1018.6,4.45,26.18,Factory_B,Critical
2026-03-31 14:30:00,DEV_008,60.69,33.18,985.47,3.04,62.87,Factory_B,Warning
2026-02-07 01:45:00,DEV_002,71.52,61.37,1031.04,3.01,94.02,Factory_A,Normal
2026-02-21 23:45:00,DEV_003,69.84,51.4,983.73,2.61,46.84,Factory_B,Normal
2026-03-19 11:45:00,DEV_002,57.6,51.96,1005.97,2.86,27.16,Factory_A,Normal
2026-04-08 03:15:00,DEV_008,67.37,54.23,1000.56,3.09,77.18,Factory_A,Normal
2026-01-24 23:00:00,DEV_001,79.62,48.93,1010.93,2.23,15.61,Factory_B,Normal
2026-03-21 20:30:00,DEV_003,70.18,43.62,1007.17,3.2,85.19,Factory_B,Normal
2026-03-02 11:00:00,DEV_001,67.74,46.12,1020.92,2.4,90.78,Factory_A,Normal
2026-05-06 05:30:00,DEV_003,80.06,77.59,1021.39,2.09,10.67,Factory_C,Normal
2026-06-11 20:15:00,DEV_005,69.02,68.34,1001.97,2.76,67.83,Factory_B,Warning
2026-04-12 15:15:00,DEV_006,71.83,51.18,1008.76,1.22,88.27,Factory_B,Normal
2026-05-06 03:30:00,DEV_005,68.13,61.4,1003.29,3.46,70.89,Factory_B,Normal
2026-02-24 06:45:00,DEV_005,58.27,50.84,1006.05,2.28,15.41,Factory_B,Warning
2026-05-01 07:00:00,DEV_005,56.32,52.91,990.61,2.24,16.43,Factory_B,Normal
2026-05-09 19:30:00,DEV_004,83.41,41.67,1010.9,1.73,10.9,Factory_A,Normal
2026-04-07 13:30:00,DEV_002,70.99,42.34,1015.44,1.37,10.56,Factory_B,Normal
2026-02-11 09:45:00,DEV_003,66.13,58.91,1008.37,2.72,58.17,Factory_C,Normal
2026-06-17 14:30:00,DEV_006,87.09,42.43,1008.68,4.52,40.87,Factory_B,Normal
2026-06-29 12:00:00,DEV_004,,55.32,1010.25,2.14,69.61,Factory_B,Normal
2026-07-01 16:45:00,DEV_002,73.3,,1034.89,2.98,95.66,Factory_B,Normal
2026-05-23 06:00:00,DEV_004,79.85,46.68,989.55,2.59,99.04,Factory_B,Normal
2026-06-12 23:15:00,DEV_007,65.93,76.24,1021.2,1.12,68.24,Factory_A,Normal
2026-01-29 10:30:00,DEV_003,54.61,54.56,1005.76,2.88,49.11,Factory_B,Normal
2026-02-04 08:30:00,DEV_002,69.46,46.37,1007.91,2.99,23.98,Factory_A,Critical
2026-04-04 07:00:00,DEV_003,67.17,58.65,1000.86,2.75,10.5,Factory_A,Normal
2026-07-01 08:30:00,DEV_005,61.96,46.78,1006.03,2.49,5.882300131919117,Factory_A,Normal
2026-06-07 20:45:00,DEV_003,64.95,32.03,1007.85,1.37,23.35,Factory_B,Normal
2026-06-29 23:00:00,DEV_007,,38.72,991.06,2.71,11.38,Factory_B,Normal
2026-03-11 19:45:00,DEV_006,70.25,31.26,1005.67,3.16,45.1,Factory_B,Normal
2026-01-21 12:00:00,DEV_001,61.4,79.58,1033.06,2.63,53.37,Factory_A,Normal
2026-02-21 10:00:00,DEV_001,78.77,42.74,1025.99,2.57,95.64,Factory_B,Normal
2026-01-23 00:00:00,DEV_006,67.85,56.6,1001.93,3.89,60.73,Factory_A,Normal
2026-01-10 03:30:00,DEV_005,71.0,44.31,1003.59,0.85,34.21,Factory_A,Normal
2026-07-18 16:45:00,DEV_001,81.14,53.91,1024.27,2.76,23.46,Factory_A,Normal
2026-05-16 07:15:00,DEV_005,75.33,48.45,1006.81,3.94,27.16,Factory_A,Normal
2026-03-17 19:15:00,DEV_008,59.93,30.5,986.73,,49.47,Factory_A,Normal
2026-03-01 11:15:00,DEV_007,63.12,33.17,1008.98,1.5,78.69,Factory_B,Normal
2026-05-06 19:30:00,DEV_007,61.53,79.56,986.26,2.54,27.16,Factory_B,Normal
2026-03-11 15:45:00,DEV_004,73.83,55.96,1001.46,2.34,85.39,Factory_A,Normal
2026-03-08 20:30:00,DEV_006,78.22,70.64,1001.57,1.45,97.39,Factory_B,Normal
2026-04-19 15:45:00,DEV_007,68.02,53.92,1020.45,2.12,55.29,Factory_C,Normal
2026-04-14 23:30:00,DEV_008,74.8,41.27,1008.66,1.67,76.86,Factory_A,Normal
2026-07-18 16:15:00,DEV_006,75.23,48.12,1026.4,2.22,76.55,Factory_A,Normal
2026-02-18 05:15:00,DEV_003,65.92,49.69,1012.86,3.65,64.49,Factory_C,Normal
2026-04-03 07:30:00,DEV_007,65.15,51.19,999.04,2.73,51.68,Factory_B,Warning
2026-02-18 14:45:00,DEV_002,64.1,59.41,1001.31,1.68,99.91,Factory_B,Normal
2026-05-28 12:45:00,DEV_004,66.92,76.23,1004.08,2.27,11.72,Factory_A,Normal
2026-01-05 00:15:00,DEV_008,72.12,50.22,1035.47,1.98,36.05,Factory_C,Normal
2026-02-13 14:30:00,DEV_002,56.58,18.96,1025.92,1.29,62.56,Factory_A,Normal
2026-02-25 16:15:00,DEV_006,78.19,58.95,1010.19,3.91,12.42,Factory_C,Normal
2026-01-23 20:45:00,DEV_002,76.17,52.01,993.82,3.35,58.06,Factory_A,Normal
2026-06-06 03:30:00,DEV_008,59.39,67.11,1010.44,1.92,73.66,Factory_B,Normal
2026-05-12 14:30:00,DEV_005,62.99,58.51,998.56,3.07,90.09,Factory_B,Normal
2026-01-12 05:15:00,DEV_001,76.35,50.16,999.68,1.78,50.24,Factory_A,Normal
2026-03-07 11:30:00,DEV_001,70.95,61.54,1039.84,2.55,74.02,Factory_A,Normal
2026-03-03 19:15:00,DEV_008,84.76,57.42,1011.31,2.17,92.5,Factory_C,Normal
2026-07-12 20:00:00,DEV_004,66.0,53.49,968.16,1.84,39.77,Factory_C,Normal
2026-07-25 09:15:00,DEV_007,80.54,34.78,1021.4,2.63,82.73,Factory_A,Normal
2026-05-20 04:45:00,DEV_003,75.24,19.96,1023.19,3.56,27.22,Factory_C,Normal
2026-03-26 02:00:00,DEV_003,89.18,71.54,1044.03,2.36,81.06,Factory_C,Normal
2026-06-27 07:00:00,DEV_005,59.28,62.82,1017.27,2.26,25.22,Factory_A,Normal
2026-04-10 09:45:00,DEV_002,72.76,39.43,998.55,2.93,90.54,Factory_C,Normal
2026-07-18 21:30:00,DEV_006,65.5,49.18,1032.14,3.42,42.24,Factory_A,Normal
2026-05-20 02:45:00,DEV_006,67.66,53.11,1003.11,2.07,20.18,Factory_B,Normal
2026-07-14 01:45:00,DEV_003,66.8,70.8,1022.47,1.86,20.06,Factory_B,Normal
2026-01-30 16:00:00,DEV_005,69.12,53.85,995.83,3.86,36.14,Factory_A,Normal
2026-05-14 05:45:00,DEV_006,76.9,61.37,1006.2,3.25,94.74,Factory_B,Warning
2026-03-22 10:30:00,DEV_005,64.61,,1018.11,2.34,25.68,Factory_B,Normal
2026-01-09 11:00:00,DEV_001,68.92,74.81,1020.77,1.19,95.93,Factory_A,Normal
2026-04-27 14:15:00,DEV_002,62.84,36.45,1011.22,,42.06,Factory_C,Warning
2026-02-23 11:45:00,DEV_003,70.42,60.76,1013.02,4.23,91.74,Factory_A,Normal
2026-03-30 15:30:00,DEV_006,69.13,71.16,1017.66,2.57,28.63,Factory_A,Normal
2026-03-19 10:30:00,DEV_008,68.88,50.67,994.13,2.2,86.7,Factory_B,Warning
2026-06-21 15:00:00,DEV_004,62.75,49.11,1029.43,2.65,11.86,Factory_A,Normal
2026-01-10 18:00:00,DEV_006,90.33,67.42,991.42,2.89,92.94,Factory_A,Normal
2026-05-05 15:15:00,DEV_004,71.35,62.66,1010.87,1.84,58.78,Factory_C,Normal
2026-01-18 15:00:00,DEV_004,67.3,46.4,1033.39,2.07,25.78,Factory_B,Normal
2026-03-06 18:00:00,DEV_008,86.31,76.2,1009.49,3.35,73.35,Factory_A,Warning
2026-04-09 12:45:00,DEV_005,59.33,48.87,1018.93,2.33,23.28,Factory_B,Normal
2026-05-11 11:45:00,DEV_002,58.74,55.7,1000.4,2.81,76.41,Factory_A,Normal
2026-06-11 07:00:00,DEV_002,55.41,49.07,1021.86,2.43,92.28,Factory_A,Normal
2026-03-02 08:00:00,DEV_007,70.33,46.44,1010.17,2.09,61.9,Factory_C,Normal
2026-05-08 18:30:00,DEV_002,71.71,59.64,1020.2,2.39,91.9,Factory_B,Normal
2026-01-24 03:15:00,DEV_003,77.7,48.1,1011.19,3.59,39.17,Factory_C,Normal
2026-06-14 03:15:00,DEV_001,79.8,57.35,1024.21,4.71,94.44,Factory_B,Normal
2026-02-18 21:15:00,DEV_002,51.22,39.65,1022.56,2.72,26.06,Factory_C,Warning
2026-04-16 07:00:00,DEV_004,71.44,49.45,1014.94,3.28,89.35,Factory_A,Normal
2026-02-23 04:45:00,DEV_008,74.07,63.93,1002.79,0.63,67.36,Factory_C,Normal
2026-05-21 10:00:00,DEV_001,62.63,43.81,1008.77,2.03,90.3,Factory_C,Normal
2026-02-19 10:15:00,DEV_003,68.01,19.02,1037.84,4.39,66.45,Factory_B,Warning
2026-01-17 17:00:00,DEV_004,78.31,49.11,1017.4,3.75,62.04,Factory_C,Normal
2026-07-01 04:45:00,DEV_008,74.94,47.2,1033.77,1.79,75.38,Factory_B,Normal
2026-06-25 15:45:00,DEV_005,,57.78,,2.82,63.27,Factory_A,Normal
2026-03-27 13:15:00,DEV_002,82.85,68.56,1010.53,3.9,69.46,Factory_A,Normal
2026-01-12 09:00:00,DEV_008,71.89,46.2,1043.98,3.23,15.51,Factory_C,Warning
2026-05-25 15:00:00,DEV_005,63.38,41.69,1015.06,1.75,58.05,Factory_B,Normal
2026-03-07 17:45:00,DEV_003,71.08,50.47,1014.95,3.33,39.32,Factory_B,Normal
2026-04-04 21:00:00,DEV_006,71.56,55.98,1024.4,3.07,46.83,Factory_C,Normal
2026-01-04 15:45:00,DEV_001,76.33,59.51,1002.11,2.41,90.82,Factory_C,Normal
2026-06-03 23:30:00,DEV_005,69.59,56.67,1047.9,3.29,52.31,Factory_A,Normal
2026-01-16 22:30:00,DEV_006,60.49,52.25,1009.7,2.93,10.63,Factory_A,Warning
2026-05-22 13:45:00,DEV_004,64.91,63.54,1025.58,1.96,89.58,Factory_A,Normal
2026-06-08 11:45:00,DEV_007,78.9,55.81,1010.05,2.82,59.27,Factory_B,Normal
2026-05-01 05:00:00,DEV_005,66.41,49.26,993.97,2.1,27.17,Factory_B,Normal
2026-01-03 06:30:00,DEV_008,,60.48,999.96,2.32,22.8,Factory_C,Warning
2026-03-12 23:15:00,DEV_003,58.75,61.4,1015.35,2.44,18.3,Factory_A,Normal
2026-02-25 19:15:00,DEV_006,61.31,53.52,976.14,3.52,46.0,Factory_C,Critical
2026-06-13 20:15:00,DEV_004,82.03,58.6,1018.52,3.63,37.75,Factory_C,Normal
2026-05-16 20:45:00,DEV_005,63.04,53.71,1026.21,2.87,79.28,Factory_B,Warning
2026-01-16 03:15:00,DEV_003,62.74,54.2,1044.25,2.53,84.54,Factory_B,Normal
2026-06-05 13:00:00,DEV_001,66.36,56.19,990.06,3.23,51.12,Factory_B,Warning
2026-02-19 09:00:00,DEV_001,82.76,58.2,1017.38,3.2,54.64,Factory_C,Normal
2026-01-30 07:30:00,DEV_004,74.16,50.88,998.2,1.94,35.24,Factory_B,Normal
2026-03-24 03:30:00,DEV_002,71.09,67.55,1044.42,,24.3,Factory_B,Normal
2026-02-21 19:15:00,DEV_004,74.82,54.58,1013.87,2.69,24.35,Factory_A,Normal
2026-01-13 07:30:00,DEV_008,68.04,8.9,1000.08,4.4,17.74,Factory_B,Warning
2026-04-15 12:45:00,DEV_001,54.92,31.37,1039.27,2.95,67.37,Factory_A,Normal
2026-02-11 02:45:00,DEV_003,62.64,43.31,999.34,1.55,90.43,Factory_B,Normal
2026-02-03 05:15:00,DEV_006,73.39,42.97,1018.56,2.11,53.97,Factory_A,Normal
2026-05-31 20:00:00,DEV_008,66.96,42.32,1019.6,2.43,38.61,Factory_B,Normal
2026-07-26 12:30:00,DEV_003,62.4,60.87,983.55,1.84,93.22,Factory_A,Normal
2026-04-11 05:45:00,DEV_006,65.25,50.33,1032.61,3.0,95.56,Factory_B,Normal
2026-01-11 11:30:00,DEV_004,69.18,54.62,1006.32,1.96,11.95,Factory_A,Normal
2026-01-25 05:15:00,DEV_005,73.43,68.81,1021.81,2.75,63.23,Factory_A,Normal
2026-04-21 21:15:00,DEV_001,65.83,58.31,1036.69,0.96,23.8,Factory_C,Normal
2026-07-23 08:45:00,DEV_001,63.38,48.22,1012.67,1.87,84.9,Factory_C,Warning
2026-07-04 15:15:00,DEV_006,65.06,49.11,1011.74,3.47,92.6,Factory_A,Normal
2026-03-01 19:45:00,DEV_002,71.03,49.67,1035.61,0.9,66.6,Factory_A,Warning
2026-05-13 02:00:00,DEV_008,69.51,69.57,1016.81,2.93,54.96,Factory_C,Normal
2026-06-01 21:45:00,DEV_006,73.24,43.66,1015.3,3.01,64.67,Factory_A,Normal
2026-07-20 14:15:00,DEV_004,72.01,,1034.94,3.41,74.06,Factory_C,Warning
2026-05-04 18:15:00,DEV_007,53.85,64.96,1020.64,3.63,89.44,Factory_C,Warning
2026-01-11 16:45:00,DEV_003,69.13,56.24,1007.0,3.36,40.88,Factory_B,Normal
2026-02-12 09:15:00,DEV_004,71.51,58.71,1017.47,0.98,17.63,Factory_C,Normal
2026-07-13 11:00:00,DEV_006,69.67,40.22,982.84,3.23,61.51,Factory_B,Normal
2026-06-02 15:00:00,DEV_002,70.1,56.94,1008.74,1.99,85.41,Factory_A,Normal
2026-03-11 06:30:00,DEV_005,66.01,65.1,1017.73,2.31,14.91,Factory_B,Normal
2026-06-14 09:45:00,DEV_003,51.03,39.34,1022.4,,52.87,Factory_C,Normal
2026-07-03 20:00:00,DEV_006,66.28,71.22,1008.5,2.37,77.75,Factory_C,Normal
2026-02-18 03:30:00,DEV_001,61.11,53.24,1015.67,2.72,27.31,Factory_B,Normal
2026-04-19 04:15:00,DEV_005,63.54,52.38,993.42,1.8,94.81,Factory_C,Normal
2026-05-23 09:30:00,DEV_002,74.31,67.31,1020.98,2.71,62.8,Factory_A,Normal
2026-05-27 07:30:00,DEV_001,83.0,54.27,1015.48,2.41,24.4,Factory_B,Normal
2026-01-21 10:30:00,DEV_002,70.02,78.31,1034.14,2.64,31.59,Factory_C,Normal
2026-07-27 00:30:00,DEV_005,68.4,64.55,1041.01,0.71,10.02,Factory_C,Normal
2026-01-17 15:45:00,DEV_005,69.36,73.87,1010.65,3.41,31.83,Factory_A,Warning
2026-04-11 18:45:00,DEV_001,72.28,48.2,974.6,2.3,26.91,Factory_C,Warning
2026-04-25 02:00:00,DEV_004,67.28,60.69,1020.91,2.92,35.43,Factory_A,Normal
2026-02-15 03:15:00,DEV_001,83.84,54.17,1032.23,1.86,55.97,Factory_B,Normal
2026-05-07 00:45:00,DEV_007,72.19,34.71,1024.22,3.2,91.95,Factory_C,Normal
2026-03-14 10:45:00,DEV_004,58.74,61.97,1030.57,0.6,41.94,Factory_A,Normal
2026-07-16 01:15:00,DEV_006,65.1,70.87,1010.43,2.62,90.22,Factory_C,Normal
2026-03-31 00:15:00,DEV_002,69.81,76.45,1029.08,3.38,25.23,Factory_A,Normal
2026-06-16 09:30:00,DEV_003,59.14,62.04,1035.08,2.54,25.62,Factory_C,Normal
2026-05-23 22:30:00,DEV_006,77.91,59.29,984.49,3.57,99.72,Factory_A,Normal
2026-01-08 05:45:00,DEV_004,76.39,45.82,1024.05,1.99,77.79,Factory_B,Normal
2026-06-12 19:30:00,DEV_005,77.98,52.03,1017.32,1.81,28.65,Factory_A,Normal
2026-05-22 13:15:00,DEV_007,53.3,49.72,988.61,2.76,21.77,Factory_C,Critical
2026-06-01 06:15:00,DEV_003,61.95,72.18,1014.36,2.58,57.1,Factory_B,Normal
